example_vamb_bin_24	example_contig_44862
example_vamb_bin_1233	example_contig_44033
example_vamb_bin_1233	example_contig_7799
example_vamb_bin_1233	example_contig_27534
example_vamb_bin_1233	example_contig_72888
example_vamb_bin_1233	example_contig_64236
example_vamb_bin_1233	example_contig_1744
example_vamb_bin_1233	example_contig_77447
example_vamb_bin_1233	example_contig_59826
example_vamb_bin_1233	example_contig_28606
example_vamb_bin_1233	example_contig_2338
example_vamb_bin_1233	example_contig_17236
example_vamb_bin_1233	example_contig_10568
example_vamb_bin_1233	example_contig_11958
example_vamb_bin_1233	example_contig_23455
example_vamb_bin_1233	example_contig_18277
example_vamb_bin_1233	example_contig_12146
example_vamb_bin_1233	example_contig_74287
example_vamb_bin_1233	example_contig_74952
example_vamb_bin_1233	example_contig_29857
example_vamb_bin_1233	example_contig_40952
example_vamb_bin_1233	example_contig_55692
example_vamb_bin_1233	example_contig_77027
example_vamb_bin_1233	example_contig_29726
example_vamb_bin_1233	example_contig_13367
example_vamb_bin_1233	example_contig_3494
example_vamb_bin_1233	example_contig_40396
example_vamb_bin_1233	example_contig_80715
example_vamb_bin_1233	example_contig_56986
example_vamb_bin_1233	example_contig_18268
example_vamb_bin_1233	example_contig_37126
example_vamb_bin_1233	example_contig_43836
example_vamb_bin_1233	example_contig_74650
example_vamb_bin_1233	example_contig_16132
example_vamb_bin_1233	example_contig_4760
example_vamb_bin_1233	example_contig_6258
example_vamb_bin_1233	example_contig_78393
example_vamb_bin_1233	example_contig_64911
example_vamb_bin_1233	example_contig_32160
example_vamb_bin_1233	example_contig_52710
example_vamb_bin_1233	example_contig_69286
example_vamb_bin_1233	example_contig_17622
example_vamb_bin_1233	example_contig_19023
example_vamb_bin_1233	example_contig_68567
example_vamb_bin_1233	example_contig_33867
example_vamb_bin_1233	example_contig_25443
example_vamb_bin_1233	example_contig_16793
example_vamb_bin_1233	example_contig_21099
example_vamb_bin_1233	example_contig_59484
example_vamb_bin_1233	example_contig_6410
example_vamb_bin_1233	example_contig_38261
example_vamb_bin_1233	example_contig_64167
example_vamb_bin_1233	example_contig_24618
example_vamb_bin_1233	example_contig_60976
example_vamb_bin_1233	example_contig_68764
example_vamb_bin_1233	example_contig_22050
example_vamb_bin_1233	example_contig_33051
example_vamb_bin_1236	example_contig_42426
example_vamb_bin_1242	example_contig_2856
example_vamb_bin_1247	example_contig_6377
example_vamb_bin_1254	example_contig_3392
example_vamb_bin_1256	example_contig_73789
example_vamb_bin_1304	example_contig_25308
example_vamb_bin_1320	example_contig_14634
example_vamb_bin_1343	example_contig_40829
example_vamb_bin_1402	example_contig_53686
example_vamb_bin_1402	example_contig_40669
example_vamb_bin_1443	example_contig_44611
example_vamb_bin_1447	example_contig_3748
example_vamb_bin_1447	example_contig_49112
example_vamb_bin_1447	example_contig_69054
example_vamb_bin_1485	example_contig_42886
example_vamb_bin_1490	example_contig_23603
example_vamb_bin_1506	example_contig_801
example_vamb_bin_1506	example_contig_41334
example_vamb_bin_1506	example_contig_34993
example_vamb_bin_1506	example_contig_58646
example_vamb_bin_1506	example_contig_77901
example_vamb_bin_1506	example_contig_79935
example_vamb_bin_1506	example_contig_51940
example_vamb_bin_1506	example_contig_22048
example_vamb_bin_1506	example_contig_17829
example_vamb_bin_1506	example_contig_37370
example_vamb_bin_1506	example_contig_57128
example_vamb_bin_1506	example_contig_67534
example_vamb_bin_1506	example_contig_14659
example_vamb_bin_1506	example_contig_73503
example_vamb_bin_1506	example_contig_28835
example_vamb_bin_1506	example_contig_48587
example_vamb_bin_1506	example_contig_35748
example_vamb_bin_1506	example_contig_80273
example_vamb_bin_1506	example_contig_42050
example_vamb_bin_1506	example_contig_55021
example_vamb_bin_1506	example_contig_7733
example_vamb_bin_1506	example_contig_22746
example_vamb_bin_1506	example_contig_17122
example_vamb_bin_1506	example_contig_28102
example_vamb_bin_1506	example_contig_60064
example_vamb_bin_1506	example_contig_6397
example_vamb_bin_1506	example_contig_66910
example_vamb_bin_1506	example_contig_20216
example_vamb_bin_1506	example_contig_73485
example_vamb_bin_1506	example_contig_56914
example_vamb_bin_1506	example_contig_34803
example_vamb_bin_1506	example_contig_5475
example_vamb_bin_1506	example_contig_56764
example_vamb_bin_1506	example_contig_1073
example_vamb_bin_1506	example_contig_11959
example_vamb_bin_1506	example_contig_8924
example_vamb_bin_1506	example_contig_47368
example_vamb_bin_1506	example_contig_36530
example_vamb_bin_1506	example_contig_20971
example_vamb_bin_1506	example_contig_69712
example_vamb_bin_1506	example_contig_21767
example_vamb_bin_1506	example_contig_7958
example_vamb_bin_1506	example_contig_2028
example_vamb_bin_1506	example_contig_58099
example_vamb_bin_1506	example_contig_16363
example_vamb_bin_1506	example_contig_66784
example_vamb_bin_1506	example_contig_59568
example_vamb_bin_1506	example_contig_20006
example_vamb_bin_1506	example_contig_15327
example_vamb_bin_1506	example_contig_65336
example_vamb_bin_1506	example_contig_15107
example_vamb_bin_1506	example_contig_15720
example_vamb_bin_1506	example_contig_40069
example_vamb_bin_1506	example_contig_6916
example_vamb_bin_1506	example_contig_10636
example_vamb_bin_1506	example_contig_56215
example_vamb_bin_1506	example_contig_20785
example_vamb_bin_1506	example_contig_41224
example_vamb_bin_1506	example_contig_9610
example_vamb_bin_1506	example_contig_67259
example_vamb_bin_1506	example_contig_71181
example_vamb_bin_1506	example_contig_45191
example_vamb_bin_1506	example_contig_26653
example_vamb_bin_1506	example_contig_65087
example_vamb_bin_1506	example_contig_66512
example_vamb_bin_1506	example_contig_13032
example_vamb_bin_1506	example_contig_27601
example_vamb_bin_1506	example_contig_69565
example_vamb_bin_1506	example_contig_1979
example_vamb_bin_1506	example_contig_59626
example_vamb_bin_1506	example_contig_79144
example_vamb_bin_1506	example_contig_20034
example_vamb_bin_1506	example_contig_40125
example_vamb_bin_1506	example_contig_58841
example_vamb_bin_1506	example_contig_4093
example_vamb_bin_1506	example_contig_20666
example_vamb_bin_1506	example_contig_12596
example_vamb_bin_1506	example_contig_61495
example_vamb_bin_1506	example_contig_41934
example_vamb_bin_1506	example_contig_63456
example_vamb_bin_1506	example_contig_43971
example_vamb_bin_1506	example_contig_13950
example_vamb_bin_1506	example_contig_79484
example_vamb_bin_1506	example_contig_17882
example_vamb_bin_1506	example_contig_49071
example_vamb_bin_1506	example_contig_9641
example_vamb_bin_1506	example_contig_14688
example_vamb_bin_1506	example_contig_68310
example_vamb_bin_1506	example_contig_8520
example_vamb_bin_1506	example_contig_47658
example_vamb_bin_1506	example_contig_58072
example_vamb_bin_1506	example_contig_54621
example_vamb_bin_1506	example_contig_20738
example_vamb_bin_1506	example_contig_61438
example_vamb_bin_1506	example_contig_76354
example_vamb_bin_1506	example_contig_73307
example_vamb_bin_1506	example_contig_33174
example_vamb_bin_1506	example_contig_27141
example_vamb_bin_1506	example_contig_7796
example_vamb_bin_1506	example_contig_29638
example_vamb_bin_1506	example_contig_60135
example_vamb_bin_1506	example_contig_49803
example_vamb_bin_1506	example_contig_46331
example_vamb_bin_1506	example_contig_59551
example_vamb_bin_1506	example_contig_37339
example_vamb_bin_1506	example_contig_36288
example_vamb_bin_1506	example_contig_57900
example_vamb_bin_1506	example_contig_20408
example_vamb_bin_1506	example_contig_45886
example_vamb_bin_1506	example_contig_37394
example_vamb_bin_1506	example_contig_74915
example_vamb_bin_1506	example_contig_12733
example_vamb_bin_1506	example_contig_35148
example_vamb_bin_1506	example_contig_75556
example_vamb_bin_1506	example_contig_42972
example_vamb_bin_1506	example_contig_10388
example_vamb_bin_1506	example_contig_67935
example_vamb_bin_1506	example_contig_12033
example_vamb_bin_1506	example_contig_72676
example_vamb_bin_1506	example_contig_12816
example_vamb_bin_1506	example_contig_28131
example_vamb_bin_1506	example_contig_43370
example_vamb_bin_1506	example_contig_63867
example_vamb_bin_1506	example_contig_52932
example_vamb_bin_1506	example_contig_4052
example_vamb_bin_1506	example_contig_66250
example_vamb_bin_1506	example_contig_36641
example_vamb_bin_1506	example_contig_62671
example_vamb_bin_1506	example_contig_68084
example_vamb_bin_1506	example_contig_34967
example_vamb_bin_1506	example_contig_24899
example_vamb_bin_1506	example_contig_53849
example_vamb_bin_1506	example_contig_20140
example_vamb_bin_1506	example_contig_53265
example_vamb_bin_1506	example_contig_6913
example_vamb_bin_1506	example_contig_7336
example_vamb_bin_1506	example_contig_60308
example_vamb_bin_1506	example_contig_40088
example_vamb_bin_1506	example_contig_12478
example_vamb_bin_1506	example_contig_57358
example_vamb_bin_1506	example_contig_22022
example_vamb_bin_1506	example_contig_69782
example_vamb_bin_1506	example_contig_48311
example_vamb_bin_1506	example_contig_2078
example_vamb_bin_1506	example_contig_41491
example_vamb_bin_1506	example_contig_26393
example_vamb_bin_1506	example_contig_15995
example_vamb_bin_1506	example_contig_11641
example_vamb_bin_1506	example_contig_4308
example_vamb_bin_1506	example_contig_13392
example_vamb_bin_1506	example_contig_14227
example_vamb_bin_1506	example_contig_72978
example_vamb_bin_1506	example_contig_70351
example_vamb_bin_1506	example_contig_7247
example_vamb_bin_1506	example_contig_38324
example_vamb_bin_1506	example_contig_78162
example_vamb_bin_1506	example_contig_40861
example_vamb_bin_1506	example_contig_40500
example_vamb_bin_1506	example_contig_28657
example_vamb_bin_1506	example_contig_23628
example_vamb_bin_1506	example_contig_61364
example_vamb_bin_1506	example_contig_4155
example_vamb_bin_1506	example_contig_11466
example_vamb_bin_1506	example_contig_78412
example_vamb_bin_1506	example_contig_42260
example_vamb_bin_1506	example_contig_19861
example_vamb_bin_1506	example_contig_77255
example_vamb_bin_1506	example_contig_11208
example_vamb_bin_1506	example_contig_43676
example_vamb_bin_1506	example_contig_26724
example_vamb_bin_1506	example_contig_79669
example_vamb_bin_1506	example_contig_62180
example_vamb_bin_1506	example_contig_26641
example_vamb_bin_1506	example_contig_35808
example_vamb_bin_1506	example_contig_47938
example_vamb_bin_1506	example_contig_38055
example_vamb_bin_1506	example_contig_74882
example_vamb_bin_1506	example_contig_34381
example_vamb_bin_1506	example_contig_12222
example_vamb_bin_1506	example_contig_76570
example_vamb_bin_1506	example_contig_63806
example_vamb_bin_1506	example_contig_39106
example_vamb_bin_1506	example_contig_39102
example_vamb_bin_1506	example_contig_2459
example_vamb_bin_1506	example_contig_75657
example_vamb_bin_1529	example_contig_47572
example_vamb_bin_1529	example_contig_67299
example_vamb_bin_1529	example_contig_43273
example_vamb_bin_1529	example_contig_64728
example_vamb_bin_1529	example_contig_53472
example_vamb_bin_1529	example_contig_27460
example_vamb_bin_1529	example_contig_42843
example_vamb_bin_1529	example_contig_21335
example_vamb_bin_1529	example_contig_39522
example_vamb_bin_1529	example_contig_73211
example_vamb_bin_1529	example_contig_80073
example_vamb_bin_1529	example_contig_72170
example_vamb_bin_1529	example_contig_33888
example_vamb_bin_1529	example_contig_2698
example_vamb_bin_1529	example_contig_19366
example_vamb_bin_1529	example_contig_54640
example_vamb_bin_1529	example_contig_14238
example_vamb_bin_1529	example_contig_34093
example_vamb_bin_1529	example_contig_40409
example_vamb_bin_1529	example_contig_1522
example_vamb_bin_1529	example_contig_22210
example_vamb_bin_1529	example_contig_31945
example_vamb_bin_1529	example_contig_42249
example_vamb_bin_1529	example_contig_24552
example_vamb_bin_1529	example_contig_69973
example_vamb_bin_1529	example_contig_11796
example_vamb_bin_1529	example_contig_48093
example_vamb_bin_1529	example_contig_49946
example_vamb_bin_1529	example_contig_66648
example_vamb_bin_1529	example_contig_64722
example_vamb_bin_1529	example_contig_13031
example_vamb_bin_1529	example_contig_21910
example_vamb_bin_1529	example_contig_62698
example_vamb_bin_1529	example_contig_29706
example_vamb_bin_1529	example_contig_31993
example_vamb_bin_1529	example_contig_16307
example_vamb_bin_1529	example_contig_38536
example_vamb_bin_1529	example_contig_79065
example_vamb_bin_1529	example_contig_66454
example_vamb_bin_1529	example_contig_58606
example_vamb_bin_1529	example_contig_5931
example_vamb_bin_1529	example_contig_19000
example_vamb_bin_1529	example_contig_75648
example_vamb_bin_1529	example_contig_27409
example_vamb_bin_1529	example_contig_80815
example_vamb_bin_1529	example_contig_72854
example_vamb_bin_1529	example_contig_35571
example_vamb_bin_1529	example_contig_20621
example_vamb_bin_1529	example_contig_61333
example_vamb_bin_1529	example_contig_34553
example_vamb_bin_1529	example_contig_28568
example_vamb_bin_1529	example_contig_12576
example_vamb_bin_1529	example_contig_55925
example_vamb_bin_1529	example_contig_79011
example_vamb_bin_1529	example_contig_38634
example_vamb_bin_1529	example_contig_38337
example_vamb_bin_1529	example_contig_16734
example_vamb_bin_1529	example_contig_41817
example_vamb_bin_1529	example_contig_70575
example_vamb_bin_1529	example_contig_53372
example_vamb_bin_1529	example_contig_55934
example_vamb_bin_1529	example_contig_68284
example_vamb_bin_1529	example_contig_16650
example_vamb_bin_1529	example_contig_75076
example_vamb_bin_1529	example_contig_51776
example_vamb_bin_1529	example_contig_18579
example_vamb_bin_1529	example_contig_5851
example_vamb_bin_1529	example_contig_14126
example_vamb_bin_1529	example_contig_64622
example_vamb_bin_1529	example_contig_70670
example_vamb_bin_1529	example_contig_73466
example_vamb_bin_1529	example_contig_12659
example_vamb_bin_1529	example_contig_35073
example_vamb_bin_1529	example_contig_67817
example_vamb_bin_1529	example_contig_39574
example_vamb_bin_1529	example_contig_23195
example_vamb_bin_1529	example_contig_34118
example_vamb_bin_1529	example_contig_74670
example_vamb_bin_1529	example_contig_60744
example_vamb_bin_1529	example_contig_64371
example_vamb_bin_1529	example_contig_9577
example_vamb_bin_1529	example_contig_25115
example_vamb_bin_1529	example_contig_11540
example_vamb_bin_1529	example_contig_17689
example_vamb_bin_1529	example_contig_38013
example_vamb_bin_1529	example_contig_46238
example_vamb_bin_1529	example_contig_27559
example_vamb_bin_1529	example_contig_76409
example_vamb_bin_1529	example_contig_37028
example_vamb_bin_1529	example_contig_38789
example_vamb_bin_1529	example_contig_2776
example_vamb_bin_1529	example_contig_38554
example_vamb_bin_1529	example_contig_64755
example_vamb_bin_1529	example_contig_6499
example_vamb_bin_1529	example_contig_61281
example_vamb_bin_1529	example_contig_31481
example_vamb_bin_1529	example_contig_73415
example_vamb_bin_1529	example_contig_37594
example_vamb_bin_1529	example_contig_26848
example_vamb_bin_1529	example_contig_56058
example_vamb_bin_1529	example_contig_16749
example_vamb_bin_1529	example_contig_6715
example_vamb_bin_1529	example_contig_17667
example_vamb_bin_1529	example_contig_13650
example_vamb_bin_1529	example_contig_36865
example_vamb_bin_1529	example_contig_59935
example_vamb_bin_1529	example_contig_9680
example_vamb_bin_1529	example_contig_29721
example_vamb_bin_1529	example_contig_29097
example_vamb_bin_1529	example_contig_36509
example_vamb_bin_1529	example_contig_23087
example_vamb_bin_1529	example_contig_32912
example_vamb_bin_1529	example_contig_37700
example_vamb_bin_1529	example_contig_35916
example_vamb_bin_1529	example_contig_53616
example_vamb_bin_1529	example_contig_31970
example_vamb_bin_1529	example_contig_39552
example_vamb_bin_1529	example_contig_13604
example_vamb_bin_1529	example_contig_2305
example_vamb_bin_1529	example_contig_39580
example_vamb_bin_1529	example_contig_67110
example_vamb_bin_1529	example_contig_78020
example_vamb_bin_1529	example_contig_40153
example_vamb_bin_1529	example_contig_3557
example_vamb_bin_1529	example_contig_46421
example_vamb_bin_1529	example_contig_50689
example_vamb_bin_1529	example_contig_6729
example_vamb_bin_1529	example_contig_21873
example_vamb_bin_1529	example_contig_31726
example_vamb_bin_1529	example_contig_22053
example_vamb_bin_1529	example_contig_30687
example_vamb_bin_1529	example_contig_11819
example_vamb_bin_1529	example_contig_57764
example_vamb_bin_1529	example_contig_35608
example_vamb_bin_1529	example_contig_35560
example_vamb_bin_1529	example_contig_53935
example_vamb_bin_1529	example_contig_65000
example_vamb_bin_1529	example_contig_38879
example_vamb_bin_1548	example_contig_32109
example_vamb_bin_1556	example_contig_33484
example_vamb_bin_1556	example_contig_20020
example_vamb_bin_1556	example_contig_36140
example_vamb_bin_1572	example_contig_2242
example_vamb_bin_1572	example_contig_65894
example_vamb_bin_1606	example_contig_32482
example_vamb_bin_1687	example_contig_17584
example_vamb_bin_1687	example_contig_74773
example_vamb_bin_1687	example_contig_34150
example_vamb_bin_1687	example_contig_68831
example_vamb_bin_1697	example_contig_22337
example_vamb_bin_1700	example_contig_24977
example_vamb_bin_1746	example_contig_44096
example_vamb_bin_1769	example_contig_61681
example_vamb_bin_1795	example_contig_49472
example_vamb_bin_1803	example_contig_42522
example_vamb_bin_1803	example_contig_52671
example_vamb_bin_1803	example_contig_48013
example_vamb_bin_1813	example_contig_18229
example_vamb_bin_1837	example_contig_64248
example_vamb_bin_1887	example_contig_21835
example_vamb_bin_1887	example_contig_26460
example_vamb_bin_1887	example_contig_12237
example_vamb_bin_1892	example_contig_18917
example_vamb_bin_1903	example_contig_64161
example_vamb_bin_1918	example_contig_59946
example_vamb_bin_1937	example_contig_69339
example_vamb_bin_1949	example_contig_32060
example_vamb_bin_1963	example_contig_43983
example_vamb_bin_1984	example_contig_4686
example_vamb_bin_1984	example_contig_30529
example_vamb_bin_1984	example_contig_60872
example_vamb_bin_1995	example_contig_11849
example_vamb_bin_2000	example_contig_38632
example_vamb_bin_2008	example_contig_51933
example_vamb_bin_2068	example_contig_20114
example_vamb_bin_2160	example_contig_30483
example_vamb_bin_2165	example_contig_56297
example_vamb_bin_2165	example_contig_21431
example_vamb_bin_2176	example_contig_64377
example_vamb_bin_2193	example_contig_47335
example_vamb_bin_2248	example_contig_60755
example_vamb_bin_2309	example_contig_65498
example_vamb_bin_2330	example_contig_19406
example_vamb_bin_2347	example_contig_80400
example_vamb_bin_2353	example_contig_34326
example_vamb_bin_2353	example_contig_55127
example_vamb_bin_2354	example_contig_19346
example_vamb_bin_2356	example_contig_45125
example_vamb_bin_2386	example_contig_20341
example_vamb_bin_2395	example_contig_48550
example_vamb_bin_2395	example_contig_50458
example_vamb_bin_2395	example_contig_33246
example_vamb_bin_2395	example_contig_11872
example_vamb_bin_2395	example_contig_24378
example_vamb_bin_2395	example_contig_39971
example_vamb_bin_2395	example_contig_5523
example_vamb_bin_2396	example_contig_39390
example_vamb_bin_2426	example_contig_24279
example_vamb_bin_2426	example_contig_22268
example_vamb_bin_2426	example_contig_61844
example_vamb_bin_2426	example_contig_17417
example_vamb_bin_2426	example_contig_34424
example_vamb_bin_2426	example_contig_15533
example_vamb_bin_2426	example_contig_27068
example_vamb_bin_2426	example_contig_63463
example_vamb_bin_2426	example_contig_13406
example_vamb_bin_2426	example_contig_11531
example_vamb_bin_2426	example_contig_65354
example_vamb_bin_2426	example_contig_66700
example_vamb_bin_2463	example_contig_55736
example_vamb_bin_2463	example_contig_44337
example_vamb_bin_2493	example_contig_68023
example_vamb_bin_2499	example_contig_79042
example_vamb_bin_2499	example_contig_34802
example_vamb_bin_2536	example_contig_74304
example_vamb_bin_2536	example_contig_13967
example_vamb_bin_2536	example_contig_21154
example_vamb_bin_2536	example_contig_31710
example_vamb_bin_2536	example_contig_42637
example_vamb_bin_2536	example_contig_45085
example_vamb_bin_2536	example_contig_52675
example_vamb_bin_2536	example_contig_75888
example_vamb_bin_2536	example_contig_17821
example_vamb_bin_2536	example_contig_6192
example_vamb_bin_2536	example_contig_29680
example_vamb_bin_2536	example_contig_11726
example_vamb_bin_2536	example_contig_45767
example_vamb_bin_2536	example_contig_75950
example_vamb_bin_2536	example_contig_60794
example_vamb_bin_2536	example_contig_59099
example_vamb_bin_2536	example_contig_78864
example_vamb_bin_2536	example_contig_75921
example_vamb_bin_2536	example_contig_34135
example_vamb_bin_2536	example_contig_5959
example_vamb_bin_2536	example_contig_21704
example_vamb_bin_2536	example_contig_75259
example_vamb_bin_2536	example_contig_76213
example_vamb_bin_2536	example_contig_64843
example_vamb_bin_2536	example_contig_81007
example_vamb_bin_2536	example_contig_39784
example_vamb_bin_2536	example_contig_19249
example_vamb_bin_2536	example_contig_45415
example_vamb_bin_2536	example_contig_202
example_vamb_bin_2536	example_contig_40355
example_vamb_bin_2536	example_contig_19379
example_vamb_bin_2536	example_contig_14196
example_vamb_bin_2536	example_contig_2524
example_vamb_bin_2536	example_contig_78506
example_vamb_bin_2536	example_contig_34573
example_vamb_bin_2536	example_contig_38689
example_vamb_bin_2536	example_contig_4517
example_vamb_bin_2536	example_contig_73332
example_vamb_bin_2536	example_contig_18109
example_vamb_bin_2536	example_contig_8211
example_vamb_bin_2536	example_contig_52140
example_vamb_bin_2536	example_contig_40807
example_vamb_bin_2536	example_contig_55635
example_vamb_bin_2536	example_contig_77580
example_vamb_bin_2536	example_contig_15863
example_vamb_bin_2536	example_contig_797
example_vamb_bin_2536	example_contig_23881
example_vamb_bin_2536	example_contig_9272
example_vamb_bin_2536	example_contig_64534
example_vamb_bin_2536	example_contig_59566
example_vamb_bin_2536	example_contig_58083
example_vamb_bin_2536	example_contig_42446
example_vamb_bin_2536	example_contig_6145
example_vamb_bin_2536	example_contig_23311
example_vamb_bin_2536	example_contig_75827
example_vamb_bin_2536	example_contig_15373
example_vamb_bin_2536	example_contig_66806
example_vamb_bin_2536	example_contig_30403
example_vamb_bin_2536	example_contig_50171
example_vamb_bin_2536	example_contig_12188
example_vamb_bin_2536	example_contig_64388
example_vamb_bin_2536	example_contig_22447
example_vamb_bin_2536	example_contig_29053
example_vamb_bin_2536	example_contig_69873
example_vamb_bin_2536	example_contig_20998
example_vamb_bin_2536	example_contig_78733
example_vamb_bin_2536	example_contig_10155
example_vamb_bin_2536	example_contig_72042
example_vamb_bin_2536	example_contig_43115
example_vamb_bin_2536	example_contig_4952
example_vamb_bin_2536	example_contig_5377
example_vamb_bin_2536	example_contig_32235
example_vamb_bin_2536	example_contig_51604
example_vamb_bin_2536	example_contig_66130
example_vamb_bin_2536	example_contig_78642
example_vamb_bin_2536	example_contig_35407
example_vamb_bin_2536	example_contig_61462
example_vamb_bin_2536	example_contig_33600
example_vamb_bin_2536	example_contig_56130
example_vamb_bin_2536	example_contig_74869
example_vamb_bin_2536	example_contig_26360
example_vamb_bin_2536	example_contig_63887
example_vamb_bin_2536	example_contig_68376
example_vamb_bin_2536	example_contig_18165
example_vamb_bin_2536	example_contig_21981
example_vamb_bin_2536	example_contig_76155
example_vamb_bin_2536	example_contig_77119
example_vamb_bin_2536	example_contig_50036
example_vamb_bin_2536	example_contig_59890
example_vamb_bin_2536	example_contig_44867
example_vamb_bin_2536	example_contig_25102
example_vamb_bin_2536	example_contig_21279
example_vamb_bin_2536	example_contig_50548
example_vamb_bin_2536	example_contig_56129
example_vamb_bin_2536	example_contig_79647
example_vamb_bin_2536	example_contig_67260
example_vamb_bin_2536	example_contig_40852
example_vamb_bin_2536	example_contig_15444
example_vamb_bin_2536	example_contig_7923
example_vamb_bin_2536	example_contig_27481
example_vamb_bin_2536	example_contig_36560
example_vamb_bin_2536	example_contig_4834
example_vamb_bin_2536	example_contig_74985
example_vamb_bin_2536	example_contig_64873
example_vamb_bin_2555	example_contig_18827
example_vamb_bin_2555	example_contig_47326
example_vamb_bin_2555	example_contig_26591
example_vamb_bin_2555	example_contig_72394
example_vamb_bin_2555	example_contig_9660
example_vamb_bin_2555	example_contig_39187
example_vamb_bin_2555	example_contig_41779
example_vamb_bin_2555	example_contig_64548
example_vamb_bin_2555	example_contig_13111
example_vamb_bin_2555	example_contig_4838
example_vamb_bin_2555	example_contig_1531
example_vamb_bin_2555	example_contig_53019
example_vamb_bin_2555	example_contig_69875
example_vamb_bin_2555	example_contig_64826
example_vamb_bin_2555	example_contig_22300
example_vamb_bin_2555	example_contig_34102
example_vamb_bin_2555	example_contig_16668
example_vamb_bin_2555	example_contig_51833
example_vamb_bin_2555	example_contig_77237
example_vamb_bin_2555	example_contig_72262
example_vamb_bin_2555	example_contig_10712
example_vamb_bin_2555	example_contig_80284
example_vamb_bin_2555	example_contig_52091
example_vamb_bin_2555	example_contig_63395
example_vamb_bin_2555	example_contig_11576
example_vamb_bin_2555	example_contig_54540
example_vamb_bin_2555	example_contig_78769
example_vamb_bin_2555	example_contig_27973
example_vamb_bin_2555	example_contig_28093
example_vamb_bin_2555	example_contig_36614
example_vamb_bin_2555	example_contig_2101
example_vamb_bin_2555	example_contig_50765
example_vamb_bin_2555	example_contig_23114
example_vamb_bin_2555	example_contig_30096
example_vamb_bin_2555	example_contig_33198
example_vamb_bin_2555	example_contig_26093
example_vamb_bin_2555	example_contig_13990
example_vamb_bin_2555	example_contig_26623
example_vamb_bin_2555	example_contig_40774
example_vamb_bin_2555	example_contig_29758
example_vamb_bin_2555	example_contig_21231
example_vamb_bin_2555	example_contig_79911
example_vamb_bin_2555	example_contig_55856
example_vamb_bin_2555	example_contig_79473
example_vamb_bin_2555	example_contig_31474
example_vamb_bin_2555	example_contig_27900
example_vamb_bin_2555	example_contig_2456
example_vamb_bin_2555	example_contig_99
example_vamb_bin_2555	example_contig_43666
example_vamb_bin_2555	example_contig_13844
example_vamb_bin_2555	example_contig_41108
example_vamb_bin_2555	example_contig_69090
example_vamb_bin_2555	example_contig_46855
example_vamb_bin_2555	example_contig_75704
example_vamb_bin_2555	example_contig_65937
example_vamb_bin_2555	example_contig_74359
example_vamb_bin_2555	example_contig_26048
example_vamb_bin_2555	example_contig_368
example_vamb_bin_2555	example_contig_47079
example_vamb_bin_2555	example_contig_26941
example_vamb_bin_2555	example_contig_3984
example_vamb_bin_2555	example_contig_65918
example_vamb_bin_2555	example_contig_61035
example_vamb_bin_2555	example_contig_67307
example_vamb_bin_2555	example_contig_21394
example_vamb_bin_2555	example_contig_13387
example_vamb_bin_2555	example_contig_62450
example_vamb_bin_2555	example_contig_21460
example_vamb_bin_2555	example_contig_5735
example_vamb_bin_2555	example_contig_79548
example_vamb_bin_2555	example_contig_70600
example_vamb_bin_2555	example_contig_29968
example_vamb_bin_2555	example_contig_70660
example_vamb_bin_2555	example_contig_80677
example_vamb_bin_2555	example_contig_5164
example_vamb_bin_2555	example_contig_42408
example_vamb_bin_2555	example_contig_31959
example_vamb_bin_2555	example_contig_74456
example_vamb_bin_2555	example_contig_4154
example_vamb_bin_2555	example_contig_51867
example_vamb_bin_2555	example_contig_63802
example_vamb_bin_2555	example_contig_56291
example_vamb_bin_2555	example_contig_45051
example_vamb_bin_2555	example_contig_4370
example_vamb_bin_2555	example_contig_38101
example_vamb_bin_2555	example_contig_26832
example_vamb_bin_2555	example_contig_24670
example_vamb_bin_2555	example_contig_77796
example_vamb_bin_2555	example_contig_4001
example_vamb_bin_2555	example_contig_1428
example_vamb_bin_2555	example_contig_21319
example_vamb_bin_2555	example_contig_40872
example_vamb_bin_2555	example_contig_8045
example_vamb_bin_2555	example_contig_24217
example_vamb_bin_2555	example_contig_77965
example_vamb_bin_2555	example_contig_51807
example_vamb_bin_2555	example_contig_52797
example_vamb_bin_2555	example_contig_647
example_vamb_bin_2555	example_contig_42657
example_vamb_bin_2555	example_contig_26223
example_vamb_bin_2555	example_contig_74390
example_vamb_bin_2555	example_contig_51929
example_vamb_bin_2555	example_contig_69105
example_vamb_bin_2555	example_contig_2130
example_vamb_bin_2555	example_contig_38759
example_vamb_bin_2555	example_contig_45843
example_vamb_bin_2603	example_contig_14356
example_vamb_bin_2605	example_contig_31274
example_vamb_bin_2605	example_contig_42443
example_vamb_bin_2608	example_contig_22419
example_vamb_bin_2609	example_contig_44144
example_vamb_bin_2613	example_contig_79512
example_vamb_bin_2660	example_contig_29475
example_vamb_bin_2682	example_contig_50096
example_vamb_bin_2682	example_contig_63235
example_vamb_bin_2684	example_contig_46080
example_vamb_bin_2693	example_contig_58671
example_vamb_bin_2696	example_contig_47288
example_vamb_bin_2718	example_contig_15126
example_vamb_bin_2719	example_contig_65119
example_vamb_bin_2757	example_contig_11769
example_vamb_bin_2782	example_contig_17335
example_vamb_bin_2836	example_contig_22474
example_vamb_bin_2837	example_contig_47387
